
  49.8641875,40.4203125
  49.8666875,40.3881875
  49.8503125,40.3995625
  49.8496875,40.3708125
  49.8100625,40.3411875
  49.8424375,40.3964375
  49.8368125,40.3958125
  49.8283125,40.4133125
  49.7956875,40.3926875
  49.8106875,40.3860625
  49.8070625,40.3796875
  49.7964375,40.3769375
  49.8445625,40.4123125
  49.8349375,40.4024375
  49.8445625,40.3846875
  49.9644375,40.4179375
  49.9595625,40.4243125
  49.9598125,40.3865625
  49.9550625,40.4099375
  49.9506719,40.3985625
  49.9351875,40.4188125
  49.9311875,40.4199375
  49.8454375,40.3846875
  49.8778125,40.3975625
  49.8485625,40.4181875
  49.8388125,40.4161875
  49.9526875,40.3766875
  49.9652317,40.3798904
  49.9605625,40.3555625
  49.9805625,40.3795625
  49.9761875,40.3999375
  50.1836875,40.4845625
  49.9369375,40.3685625
  49.9979375,40.4208125
  50.0885625,40.4496875
  49.9628125,40.3616875
  50.0959375,40.4003125
  49.8385625,40.3430625
  50.0689375,40.3595625
  50.0718125,40.3798125
  49.7477344,40.3085375
  49.7976957,40.4221825
  49.7599375,40.4951875
  49.8261875,40.4419375
  49.7274375,40.4601875
  49.7476719,40.4628875
  49.7523125,40.4521875
  49.6761875,40.5906875
  49.6798125,40.5760625
  49.6980625,40.5644375
  47.1346875,40.3763125
  47.4474531,40.0441875
  46.3699375,40.6748125
  46.3624375,40.6816875
  46.4181875,40.6844375
  46.3880625,40.6851875
  47.0569531,40.7680625
  47.0478125,40.7725625
  46.0400625,40.8381875
  46.0193125,40.8300625
  45.3773125,41.0969375
  45.7419375,40.9469375
  45.4372656,41.1094875
  47.1676875,41.2011875
  46.6441719,41.6299625
  48.1556875,40.7918125
  47.8016875,40.9279375
  47.8455625,40.9771875
  48.6366094,40.6378125
  48.0565625,39.8690625
  48.0616875,39.8700625
  48.4701875,40.0044375
  48.4935625,39.2086875
  48.8495625,38.7540625
  48.8348125,38.7588125
  48.8535625,38.7581875
  48.6755625,39.0380625
  48.6675625,39.0236875
